DENSITY
 0.000000	 1.00538e-06	0.00311602	
 0.025000	 1.00538e-06	0.00311602	
 0.050000	 1.00538e-06	0.00311602	
 0.075000	 1.00538e-06	0.00311602	
 0.100000	 1.00538e-06	0.00311602	
 0.125000	 1.00538e-06	0.00311602	
 0.150000	 1.00538e-06	0.00311602	
 0.175000	 1.00538e-06	0.00311602	
 0.200000	 1.00538e-06	0.00311602	
 0.225000	 1.00538e-06	0.00311602	
 0.250000	 1.00538e-06	0.00311602	
 0.275000	 1.00538e-06	0.00311602	
 0.300000	 1.00538e-06	0.00311602	
 0.325000	 1.00538e-06	0.00311602	
 0.350000	 1.00538e-06	0.00311602	
 0.375000	 1.00538e-06	0.00311602	
 0.400000	 1.00538e-06	0.00311602	
 0.425000	 1.00538e-06	0.00311602	
 0.450000	 1.00538e-06	0.00311602	
 0.475000	 1.00538e-06	0.00311602	
 0.500000	 1.00538e-06	0.00311602	
 0.525000	 1.00538e-06	0.00311602	
 0.550000	 1.00538e-06	0.00311602	
 0.575000	 1.00538e-06	0.00311602	
 0.600000	 1.00538e-06	0.00311602	
 0.625000	 1.00538e-06	0.00311602	
 0.650000	 1.00538e-06	0.00311602	
 0.675000	 1.00538e-06	0.00311602	
 0.700000	 1.00538e-06	0.00311602	
 0.725000	 1.00538e-06	0.00311602	
 0.750000	 1.00538e-06	0.00311602	
 0.775000	 1.00538e-06	0.00311602	
 0.800000	 1.00538e-06	0.00311602	
 0.825000	 1.00538e-06	0.00311602	
 0.850000	 1.00538e-06	0.00311602	
 0.875000	 1.00538e-06	0.00311602	
 0.900000	 1.00538e-06	0.00311602	
 0.925000	 1.00538e-06	0.00311602	
 0.950000	 1.00538e-06	0.00311602	
 0.975000	 1.00538e-06	0.00311602	
 1.000000	 1.00538e-06	0.00311602	
 1.025000	 1.00538e-06	0.00311602	
 1.050000	 1.00538e-06	0.00311602	
 1.075000	 1.00538e-06	0.00311602	
 1.100000	 1.00538e-06	0.00311602	
 1.125000	 1.00538e-06	0.00311602	
 1.150000	 1.00538e-06	0.00311602	
 1.175000	 1.00538e-06	0.00311602	
 1.200000	 1.00538e-06	0.00311602	
 1.225000	 1.00538e-06	0.00311602	
 1.250000	 1.00538e-06	0.00311602	
 1.275000	 1.00538e-06	0.00311602	
 1.300000	 1.00538e-06	0.00311602	
 1.325000	 1.00538e-06	0.00311602	
 1.350000	 1.00538e-06	0.00311602	
 1.375000	 1.00538e-06	0.00311602	
 1.400000	 1.00538e-06	0.00311602	
 1.425000	 1.00538e-06	0.00311602	
 1.450000	 1.00538e-06	0.00311602	
 1.475000	 1.00538e-06	0.00311602	
 1.500000	 1.00538e-06	0.00311602	
 1.525000	 1.00538e-06	0.00311602	
 1.550000	 1.00538e-06	0.00311602	
 1.575000	 1.00538e-06	0.00311602	
 1.600000	 1.00538e-06	0.00311602	
 1.625000	 1.00538e-06	0.00311602	
