DENSITY
 0.000000	 0.0006	
 0.500000	 0.0006	
 1.000000	 0.0006	
 1.500000	 0.0006	
 2.000000	 0.0006	
 2.500000	 0.0006	
 3.000000	 0.0006	
 3.500000	 0.0006	
 4.000000	 0.0006	
 4.500000	 0.0006	
 5.000000	 0.0006	
 5.500000	 0.0006	
 6.000000	 0.0006	
 6.500000	 0.0006	
 7.000000	 0.0006	
 7.500000	 0.0006	
 8.000000	 0.0006	
 8.500000	 0.0006	
 9.000000	 0.0006	
 9.500000	 0.0006	
10.000000	 0.0006	
 10.500000	 0.0006	
 11.000000	 0.0006	
 11.500000	 0.0006	
 12.000000	 0.0006	
 12.500000	 0.0006	
 13.000000	 0.0006	
 13.500000	 0.0006	
 14.000000	 0.0006	
 14.500000	 0.0006	
 15.000000	 0.0006	
 15.500000	 0.0006	
 16.000000	 0.0006	
 16.500000	 0.0006	
 17.000000	 0.0006	
 17.500000	 0.0006	
 18.000000	 0.0006	
 18.500000	 0.0006	
 19.000000	 0.0006	
 19.500000	 0.0006	
20.000000	 0.0006	
 20.500000	 0.0006	
 21.000000	 0.0006	
 21.500000	 0.0006	
 22.000000	 0.0006	
 22.500000	 0.0006	
 23.000000	 0.0006	
 23.500000	 0.0006	
 24.000000	 0.0006	
 24.500000	 0.0006	
 25.000000	 0.0006	
 25.500000	 0.0006	
 26.000000	 0.0006	
 26.500000	 0.0006	
 27.000000	 0.0006	
 27.500000	 0.0006	
 28.000000	 0.0006	
 28.500000	 0.0006	
 29.000000	 0.0006	
 29.500000	 0.0006	
30.000000	 0.0006	
 30.500000	 0.0006	
 31.000000	 0.0006	
 31.500000	 0.0006	
 32.000000	 0.0006	
 32.500000	 0.0006	
 33.000000	 0.0006	
 33.500000	 0.0006	
 34.000000	 0.0006	
 34.500000	 0.0006	
 35.000000	 0.0006	
