DENSITY
POISSON
CMSFIELD
 0.000000	 0	0	0.781142	0.170042	0.0165426	0.664417	2.08304	
 0.100000	 0	0	0.781142	0.170042	0.0165426	0.664417	2.08304	
 0.200000	 0	0	0.781142	0.170042	0.0165426	0.664417	2.08304	
 0.300000	 0	0	0.781142	0.170042	0.0165426	0.664417	2.08304	
 0.400000	 0	0	0.781142	0.170042	0.0165426	0.664417	2.08304	
 0.500000	 0	0	0.781142	0.170042	0.0165426	0.664417	2.08304	
 0.600000	 0	0	0.781142	0.170042	0.0165426	0.664417	2.08304	
 0.700000	 0	0	0.781142	0.170042	0.0165426	0.664417	2.08304	
 0.800000	 0	0	0.781142	0.170042	0.0165426	0.664417	2.08304	
 0.900000	 0	0	0.781142	0.170042	0.0165426	0.664417	2.08304	
 1.000000	 0	0	0.781142	0.170042	0.0165426	0.664417	2.08304	
 1.100000	 0	0	0.781142	0.170042	0.0165426	0.664417	2.08304	
 1.200000	 0	0	0.781142	0.170042	0.0165426	0.664417	2.08304	
 1.300000	 0	0	0.781142	0.170042	0.0165426	0.664417	2.08304	
 1.400000	 0	0	0.781142	0.170042	0.0165426	0.664417	2.08304	
 1.500000	 0	0	0.781142	0.170042	0.0165426	0.664417	2.08304	
 1.600000	 0	0	0.781142	0.170042	0.0165426	0.664417	2.08304	
 1.700000	 0	0	0.781142	0.170042	0.0165426	0.664417	2.08304	
 1.800000	 0	0	0.781142	0.170042	0.0165426	0.664417	2.08304	
 1.900000	 0	0	0.781142	0.170042	0.0165426	0.664417	2.08304	
 2.000000	 0	0	0.781142	0.170042	0.0165426	0.664417	2.08304	
 2.100000	 0	0	0.781142	0.170042	0.0165426	0.664417	2.08304	
 2.200000	 0	0	0.781142	0.170042	0.0165426	0.664417	2.08304	
 2.300000	 0	0	0.781142	0.170042	0.0165426	0.664417	2.08304	
 2.400000	 0	0	0.781142	0.170042	0.0165426	0.664417	2.08304	
 2.500000	 0	0	0.781142	0.170042	0.0165426	0.664417	2.08304	
 2.600000	 0	0	0.781142	0.170042	0.0165426	0.664417	2.08304	
 2.700000	 0	0	0.781142	0.170042	0.0165426	0.664417	2.08304	
 2.800000	 0	0	0.781142	0.170042	0.0165426	0.664417	2.08304	
 2.900000	 0	0	0.781142	0.170042	0.0165426	0.664417	2.08304	
 3.000000	 0	0	0.781142	0.170042	0.0165426	0.664417	2.08304	
 3.100000	 0	0	0.781142	0.170042	0.0165426	0.664417	2.08304	
 3.200000	 0	0	0.781142	0.170042	0.0165426	0.664417	2.08304	
 3.300000	 0	0	0.781142	0.170042	0.0165426	0.664417	2.08304	
 3.400000	 0	0	0.781142	0.170042	0.0165426	0.664417	2.08304	
 3.500000	 0	0	0.781142	0.170042	0.0165426	0.664417	2.08304	
